15753 109548
18 6779 0.589130434783
18 12761 0.323728813559
18 11201 0.312727272727
18 9743 0.3
18 2125 0.342
18 2866 0.319444444444
18 1383 0.3
18 2873 0.3
18 15401 0.317948717949
18 15402 0.3
18 11528 0.3
18 15412 0.319444444444
18 15413 0.3
18 9476 0.32641509434
18 4832 0.3
18 1991 0.333333333333
18 13365 0.3
18 4835 0.3
18 13522 0.3
18 1812 0.452173913043
18 7714 0.313725490196
18 2995 0.577083333333
18 9047 0.459090909091
18 7528 0.3
18 2167 0.3
18 2168 0.3
18 6040 0.3
18 5304 0.35
18 2182 0.360869565217
18 14504 0.3
18 13077 0.3
18 6289 0.3
18 5546 0.328
18 11825 0.3
18 13071 0.3
18 11830 0.303684210526
18 1759 0.3
18 13075 0.3
18 13076 0.3
18 14517 0.3
18 14986 0.3
18 6348 0.3
18 6349 0.338888888889
18 7551 0.604347826087
18 10298 0.3
18 14582 0.3
18 8047 0.3
18 13776 0.3
18 11337 0.3
18 1695 0.314285714286
18 12087 0.3
18 13321 0.332558139535
18 6622 0.3
18 5352 0.349122807018
18 8751 0.3
18 8752 0.3
18 8753 0.3
18 6078 0.326923076923
18 15053 0.327450980392
18 2715 0.3
18 491 0.3
18 7344 0.328
18 12373 0.333333333333
18 3091 0.471111111111
18 14800 0.312068965517
18 8044 0.3
19 4225 0.107657859382
19 2484 0.123070175439
19 3018 0.147631578947
19 8694 0.176912751678
19 8165 0.206194690265
19 8166 0.120247933884
20 3814 0.13125
20 2558 0.161538461538
20 6065 0.15
20 11557 0.105
20 12314 0.3168
20 14868 0.105
20 8755 0.161538461538
20 1814 0.13125
20 14758 0.13125
20 11243 0.14
20 3996 0.23046875
21 13733 0.112411347518
21 6948 0.138888888889
21 8429 0.238009049774
21 2493 0.140287769784
21 15319 0.173123123123
21 7196 0.117326732673
21 4248 0.105837004405
21 14192 0.1252
21 427 0.109529147982
21 11434 0.151308900524
21 10519 0.116091954023
21 7319 0.125609756098
21 8740 0.167948717949
21 13896 0.100688073394
22 10342 0.101923076923
22 6901 0.512078651685
23 4282 0.130434782609
24 4223 0.115705128205
24 9263 0.254838709677
24 198 0.204508196721
24 573 0.105324909747
24 11858 0.116342412451
24 2496 0.127038626609
24 14536 0.394285714286
24 13994 0.10563973064
24 14383 0.104516129032
24 8350 0.123786407767
24 10396 0.109655172414
25 15062 0.164705882353
25 8684 0.131818181818
25 3148 0.2625
25 14506 0.123529411765
25 9435 0.147368421053
25 5779 0.4
25 14915 0.254545454545
25 11892 0.245
25 9245 0.116666666667
25 15081 0.15
25 2000 0.3
25 15456 0.127272727273
25 6800 0.15
25 565 0.15
25 676 0.2
25 1686 0.291666666667
25 4513 0.311111111111
25 6875 0.13125
25 3541 0.1056
25 5348 0.108139534884
25 5235 0.323076923077
25 7939 0.127272727273
25 11029 0.213043478261
25 10731 0.25
25 6376 0.152173913043
25 2724 0.15
25 4182 0.133333333333
25 2891 0.116666666667
25 3830 0.110526315789
25 973 0.28
25 8129 0.323076923077
25 4391 0.103703703704
25 603 0.288235294118
25 2905 0.254545454545
25 8713 0.104320987654
25 8568 0.155691056911
25 6322 0.155555555556
25 3373 0.254545454545
25 14738 0.166666666667
25 5609 0.254545454545
25 3639 0.323076923077
25 5012 0.127272727273
26 134 0.206363636364
26 4226 0.110897435897
26 699 0.127860696517
26 1245 0.169444444444
26 9672 0.377348066298
27 8787 0.155147058824
27 982 0.157
28 663 0.153271028037
28 1139 0.15
28 9393 0.103167420814
28 3062 0.109302325581
28 8794 0.163972055888
28 1431 0.15
28 2003 0.119830028329
28 8524 0.15
28 13830 0.110144927536
28 1138 0.15
28 9539 0.103255813953
28 3471 0.119476343592
28 1007 0.114189189189
28 7392 0.15
28 7748 0.107954545455
28 5235 0.15
28 6644 0.166617210682
28 11052 0.154890965732
28 15105 0.657720588235
28 2094 0.15
28 6168 0.11
28 2683 0.107843137255
29 15311 0.123890784983
29 14176 0.137658227848
29 12232 0.10875
29 15607 0.116470588235
29 15637 0.321397379913
29 2586 0.168075117371
30 5263 0.111012861736
31 2075 0.12749244713
31 15374 0.17005730659
31 8430 0.123697916667
31 2490 0.118983050847
31 5820 0.105
31 8381 0.125688073394
31 4266 0.173947368421
31 4267 0.134146341463
31 1281 0.16493902439
31 2978 0.10472972973
31 13953 0.176101694915
31 1000 0.107608695652
31 6754 0.11958041958
31 6275 0.265625
31 10525 0.115162454874
32 13827 0.15
32 11938 0.229166666667
32 9319 0.155882352941
32 9318 0.15
32 12024 0.15
33 11776 0.172580645161
34 849 0.1525
34 8171 0.105957446809
34 2492 0.115217391304
35 10144 0.121666666667
35 5220 0.11875
35 10355 0.153825136612
35 3934 0.15
35 36 0.304575163399
35 14991 0.315765765766
36 10355 0.203846153846
36 8436 0.103887147335
36 3934 0.15
36 7170 0.11035971223
36 14991 0.34926686217
36 8352 0.115335968379
36 13683 0.101501976285
37 3517 0.107692307692
37 6440 0.107692307692
37 4387 0.15
37 176 0.107692307692
37 6972 0.13125
37 3869 0.116666666667
37 6922 0.14
37 4040 0.106302521008
37 4423 0.14
37 3331 0.110526315789
37 13608 0.116666666667
37 5583 0.107692307692
37 4457 0.116666666667
37 15522 0.116666666667
37 6117 0.107692307692
37 7379 0.116666666667
37 952 0.116666666667
37 7416 0.123529411765
38 10948 0.113255269321
38 15179 0.125412541254
38 8828 0.185244360902
38 9821 0.154804270463
38 11987 0.115333333333
38 15486 0.112266009852
38 6972 0.104458598726
38 6974 0.158484848485
38 11550 0.108447098976
38 7160 0.24
38 8217 0.107986111111
38 9504 0.183980582524
38 9506 0.153211678832
38 9507 0.112878464819
38 3133 0.128348909657
38 3355 0.125944170772
38 3359 0.251381578947
38 14245 0.164055944056
39 9856 0.14375
39 7232 0.2
39 13008 0.12
39 7924 0.107692307692
39 5086 0.12
39 8725 0.107692307692
39 5091 0.3
39 11626 0.12
39 2666 0.207291666667
39 879 0.15
39 959 0.305426356589
39 349 0.3
39 11184 0.127272727273
39 11824 0.155555555556
39 11840 0.15
39 1707 0.14375
39 362 0.203571428571
39 13390 0.127272727273
39 3679 0.15
39 6251 0.15
39 14267 0.12
39 4610 0.127272727273
39 14488 0.203846153846
39 14671 0.204022988506
39 12738 0.212962962963
39 2278 0.15
39 179 0.127272727273
39 4478 0.15
39 10502 0.15
39 3159 0.116666666667
39 1038 0.107692307692
39 11630 0.2
40 7143 0.120588235294
40 4991 0.142921914358
40 11680 0.34170984456
40 11074 0.110994764398
40 360 0.219553072626
40 4019 0.141671826625
40 2235 0.16498470948
40 3937 0.110449268046
40 7353 0.134121037464
41 3950 0.106818181818
41 1296 0.103703703704
41 885 0.233860759494
41 13868 0.245588235294
41 12437 0.276851851852
41 3945 0.230737704918
41 887 0.230737704918
42 4453 0.17085106383
42 2865 0.107945205479
42 14682 0.254143646409
42 1090 0.125179856115
42 7902 0.3056
42 285 0.111627906977
42 4234 0.128518518519
42 6079 0.102608695652
43 2528 0.116153846154
43 12282 0.104022988506
43 7889 0.2
43 5714 0.15
43 4625 0.104022988506
43 6072 0.113770491803
43 3886 0.110294117647
43 8414 0.1025
43 3075 0.117948717949
43 3226 0.120257234727
43 10640 0.118025751073
43 6196 0.115960912052
43 10545 0.100412541254
43 10511 0.103867403315
44 1418 0.15
44 1325 0.304166666667
44 2346 0.15421686747
44 8395 0.114840989399
44 5859 0.102914110429
44 1883 0.187421383648
44 5676 0.103626943005
45 6703 0.138064516129
46 4288 0.18196347032
46 4297 0.160088105727
46 3080 0.250597014925
46 8445 0.111981132075
46 10693 0.121124031008
46 6706 0.248244274809
46 12267 0.104761904762
47 15336 0.1127593361
47 8115 0.143171806167
47 5945 0.121538461538
47 10945 0.128636363636
47 5948 0.118666666667
47 8822 0.150276243094
48 9303 0.133011152416
48 11735 0.115765765766
49 1516 0.107650273224
50 13421 0.109653465347
50 683 0.170588235294
50 11446 0.101923076923
50 3836 0.241860465116
50 12195 0.103933054393
51 4501 0.120416666667
52 13862 0.346108949416
53 14982 0.104347826087
53 13373 0.106306306306
53 15703 0.14
53 3490 0.105223880597
53 12416 0.11037037037
53 2117 0.326923076923
53 12356 0.103703703704
53 5415 0.115217391304
53 6705 0.105434782609
53 1650 0.109271523179
54 4241 0.116666666667
54 4739 0.13125
54 5229 0.110526315789
54 13820 0.14
55 1239 0.518238993711
55 7109 0.131428571429
56 14522 0.3
56 7996 0.134806629834
56 2434 0.107042253521
56 13734 0.116470588235
56 8633 0.103925619835
56 14523 0.307216494845
57 7295 0.13957771788
58 7981 0.106278026906
58 11013 0.161935483871
58 826 0.196525679758
58 5620 0.156572769953
58 1964 0.153167420814
58 11348 0.156511627907
58 6887 0.148823529412
58 14794 0.233615819209
58 8111 0.123167420814
58 59 0.172647058824
58 295 0.106334841629
59 7981 0.104402515723
59 826 0.191176470588
59 5620 0.304697986577
59 14677 0.209523809524
59 1964 0.3
59 540 0.209271523179
59 14794 0.108561643836
59 8111 0.133636363636
59 1838 0.132883435583
60 10030 0.101551389787
60 8535 0.187158908507
60 15183 0.144663382594
60 1655 0.104046242775
60 15655 0.242576112412
60 15656 0.227256792287
60 3179 0.104191616766
60 3294 0.220617760618
60 15270 0.192900964067
60 1256 0.247457627119
60 15274 0.188398268398
60 1254 0.11265060241
60 4117 0.11671686747
61 8764 0.17899408284
61 9264 0.367123287671
61 3408 0.154093567251
61 4022 0.108484848485
61 4025 0.158588957055
61 5566 0.162883435583
61 8974 0.187058823529
61 2428 0.108383233533
61 1840 0.115433212996
62 10331 0.21
62 10768 0.116666666667
62 15010 0.21875
62 10337 0.2
62 14343 0.21875
62 8091 0.194444444444
62 15281 0.194444444444
62 11040 0.107692307692
62 14848 0.110526315789
62 1497 0.318181818182
62 1499 0.291666666667
62 1502 0.145833333333
62 4957 0.105
62 5866 0.123529411765
62 1505 0.25
62 13624 0.25
62 15092 0.269230769231
62 9329 0.14
62 6912 0.152173913043
62 13128 0.25
62 10977 0.123529411765
62 264 0.123529411765
62 11399 0.14
62 11401 0.14
62 268 0.15
62 15291 0.15
62 8301 0.205882352941
62 8302 0.21875
62 15280 0.25
62 15298 0.233333333333
62 4158 0.175
62 15303 0.190909090909
62 11927 0.233333333333
62 6674 0.14
62 2759 0.116666666667
62 7613 0.269230769231
62 5822 0.21875
62 6678 0.25
62 2763 0.13125
62 6680 0.21875
62 531 0.205882352941
62 1764 0.107692307692
62 9629 0.184210526316
62 6683 0.205882352941
62 10118 0.25
62 5025 0.230533596838
62 10360 0.14
62 14142 0.13125
62 4963 0.190909090909
62 8333 0.161538461538
62 15110 0.205882352941
62 7887 0.205882352941
62 15113 0.205882352941
62 8338 0.205882352941
62 1261 0.175
62 8343 0.269230769231
62 754 0.318181818182
62 8345 0.175
62 7893 0.205882352941
62 12423 0.25
62 4198 0.184210526316
62 12429 0.152173913043
62 4785 0.205882352941
62 14862 0.269230769231
62 10932 0.15
62 10933 0.161538461538
62 8615 0.269230769231
62 2041 0.109375
62 14035 0.269230769231
62 7225 0.25
62 11703 0.13125
62 13428 0.25
62 1264 0.194444444444
62 2078 0.205882352941
62 15118 0.12962962963
62 2299 0.107692307692
62 10177 0.159090909091
62 11969 0.25
62 1343 0.15
62 7443 0.21875
62 2857 0.161538461538
62 11976 0.184210526316
62 802 0.145833333333
62 7676 0.161538461538
62 7678 0.110526315789
62 5694 0.127272727273
62 15570 0.269230769231
62 4736 0.107692307692
62 12467 0.318181818182
62 2074 0.21875
62 4794 0.13125
62 1079 0.152173913043
62 2331 0.107692307692
62 1082 0.233333333333
62 1083 0.184210526316
62 15164 0.127272727273
62 10681 0.269230769231
62 10181 0.318181818182
62 1087 0.25
62 15643 0.25
62 15644 0.184210526316
62 8895 0.123529411765
62 14567 0.269230769231
62 1314 0.318181818182
62 8901 0.13125
62 12986 0.318181818182
62 12987 0.14
62 4778 0.159090909091
62 12989 0.318181818182
62 12990 0.21875
62 13953 0.103977272727
62 14896 0.21875
62 14897 0.35
62 14898 0.184210526316
62 14900 0.291666666667
62 1948 0.205882352941
62 2595 0.125
62 14861 0.166666666667
62 9199 0.21875
62 2599 0.105
62 2603 0.25
62 9205 0.112903225806
62 9206 0.205882352941
62 11276 0.25
62 8612 0.21875
62 6178 0.233333333333
62 7776 0.175
62 1341 0.13125
62 1342 0.175
62 2856 0.110526315789
62 1344 0.15
62 13721 0.13125
62 1288 0.13125
62 2860 0.175
62 12514 0.105
62 9446 0.175
62 12524 0.175
62 12525 0.152173913043
62 12527 0.318181818182
62 12528 0.184210526316
62 8204 0.14
62 5818 0.205882352941
62 11776 0.116666666667
62 3354 0.161538461538
62 10240 0.25
62 10754 0.127272727273
62 872 0.159090909091
62 11270 0.134615384615
62 5500 0.152173913043
62 7425 0.35
62 6021 0.15
62 11274 0.233333333333
62 1437 0.318181818182
62 11275 0.123529411765
62 3423 0.175
62 1635 0.123529411765
62 6047 0.123529411765
62 9029 0.291666666667
62 1638 0.15
62 1639 0.190909090909
62 15255 0.116666666667
62 6943 0.116666666667
62 11038 0.110526315789
62 9478 0.21
62 9479 0.110526315789
62 4580 0.123529411765
62 3649 0.175
62 6050 0.13125
62 9484 0.123529411765
62 4658 0.116666666667
62 6815 0.233333333333
62 7227 0.25
62 1895 0.25
62 1896 0.175
62 6818 0.35
62 13413 0.21875
62 13051 0.123529411765
62 1898 0.269230769231
62 4084 0.107692307692
62 9253 0.35
62 11552 0.190909090909
62 11553 0.13125
62 7341 0.318181818182
62 15424 0.184210526316
62 5976 0.116666666667
62 13537 0.318181818182
62 11819 0.291666666667
62 9788 0.233333333333
62 5543 0.14
62 3646 0.21
62 11823 0.269230769231
62 524 0.25
62 9793 0.190909090909
62 6046 0.123529411765
62 9797 0.190909090909
62 9799 0.161538461538
62 9800 0.161538461538
62 13073 0.107692307692
62 1429 0.269230769231
62 7345 0.175
62 4564 0.123529411765
62 5320 0.175
62 9523 0.120689655172
62 5322 0.13125
62 5323 0.190909090909
62 15457 0.14
62 219 0.125
62 15459 0.175
62 5816 0.269230769231
62 10764 0.233333333333
62 3914 0.21875
62 15461 0.161538461538
62 6357 0.25
62 3612 0.184210526316
62 15465 0.15
62 15013 0.269230769231
62 5825 0.35
62 6022 0.123529411765
62 10814 0.123529411765
62 9526 0.21875
62 1760 0.123529411765
62 1692 0.184210526316
62 1693 0.102941176471
62 1694 0.145833333333
62 5548 0.175
62 533 0.12
62 10819 0.190909090909
62 6059 0.21875
62 9033 0.159090909091
62 13790 0.269230769231
62 4155 0.25
62 6066 0.184210526316
62 1506 0.175
62 9025 0.233333333333
62 3651 0.112
62 15493 0.15
62 9572 0.205882352941
62 7802 0.107692307692
62 3708 0.13125
62 9575 0.318181818182
62 7261 0.13125
62 15499 0.116666666667
62 15501 0.161538461538
62 6284 0.21
62 4902 0.145833333333
62 12997 0.194444444444
62 7338 0.159090909091
62 4906 0.194444444444
62 7340 0.152173913043
62 7817 0.14
62 7342 0.291666666667
62 7820 0.13125
62 5381 0.205882352941
62 12118 0.291666666667
62 12119 0.134615384615
62 3207 0.123529411765
62 220 0.269230769231
62 1450 0.184210526316
62 3213 0.21
62 9850 0.205882352941
62 14799 0.161538461538
62 14801 0.13125
62 8971 0.105
63 11483 0.328
63 3607 0.110526315789
63 13089 0.341176470588
63 9662 0.116666666667
63 1872 0.105
63 11121 0.16581920904
63 11428 0.110526315789
64 7424 0.185353535354
64 967 0.201398601399
64 968 0.158131487889
64 10584 0.155416666667
64 155 0.100852272727
65 8610 0.133492822967
65 11080 0.103455284553
65 13688 0.2
65 9367 0.102722772277
65 456 0.10125
65 7983 0.125147058824
66 7214 0.110526315789
66 4584 0.144827586207
66 15184 0.110526315789
66 11214 0.112
67 2074 0.118918918919
67 15625 0.112444444444
67 8239 0.1127593361
67 5376 0.156481481481
67 15314 0.106728045326
67 8834 0.12247706422
67 4522 0.125
67 12233 0.180303030303
67 3545 0.163059701493
67 6360 0.128
67 13253 0.158333333333
67 732 0.106666666667
67 7213 0.306542056075
67 9173 0.105263157895
67 12419 0.325362318841
68 5684 0.121323529412
68 5549 0.1075
68 13203 0.132343234323
68 9956 0.100255591054
68 14454 0.127096774194
69 5499 0.3
69 1750 0.3
69 8867 0.3
69 6049 0.3
69 8097 0.3
69 10003 0.107692307692
69 128 0.3
69 13382 0.15
70 13832 0.116666666667
70 3896 0.13125
70 15121 0.121739130435
70 13838 0.116666666667
70 138 0.14
70 5435 0.381818181818
70 2813 0.110526315789
70 5852 0.14
71 72 0.15
71 9067 0.132558139535
71 4872 0.3
71 7428 0.15
71 4876 0.15
71 1999 0.13125
71 5450 0.15
71 160 0.103825136612
71 6911 0.3
71 5686 0.15
71 13088 0.186842105263
71 14824 0.3
71 6398 0.3
71 3303 0.3
71 7671 0.106730769231
71 12561 0.2
71 14935 0.306542056075
71 5316 0.155185185185
71 12130 0.15
71 3809 0.102280130293
71 4041 0.309677419355
71 13689 0.3
71 5360 0.102834008097
71 6513 0.156194690265
71 6518 0.158536585366
71 10591 0.305982905983
71 4769 0.116666666667
71 12012 0.15
71 14564 0.335
71 7327 0.338888888889
71 8277 0.3
71 6399 0.335
72 10457 0.104681978799
72 9067 0.109732824427
72 4872 0.176315789474
72 7428 0.125
72 4876 0.118025751073
72 5450 0.135656836461
72 160 0.248695652174
72 6911 0.153448275862
72 5686 0.136082474227
72 13088 0.103431372549
72 14824 0.172514619883
72 6398 0.156930693069
72 6399 0.160344827586
72 7671 0.124077490775
72 14935 0.185125448029
72 13872 0.111020408163
72 5316 0.117891373802
72 12130 0.120437956204
72 3809 0.106144067797
72 4041 0.184455958549
72 13689 0.164767932489
72 7327 0.156930693069
72 6513 0.169485294118
72 5965 0.103518518519
72 6518 0.138582677165
72 10591 0.189024390244
72 12561 0.10351758794
72 12012 0.110144927536
72 14564 0.160344827586
72 8277 0.168502202643
72 3302 0.217766497462
72 3303 0.153365384615
73 8684 0.233333333333
73 130 0.175
73 11641 0.168
73 1812 0.125
73 5402 0.193333333333
73 11507 0.155555555556
73 14506 0.185
73 2568 0.15
73 12900 0.193333333333
73 3924 0.161538461538
73 7382 0.103703703704
73 4819 0.15
73 4820 0.15
73 13321 0.205882352941
73 703 0.205882352941
73 5237 0.107692307692
73 3835 0.193333333333
73 7407 0.127272727273
73 2400 0.191176470588
73 8127 0.15
73 4903 0.168
73 13110 0.15
73 2693 0.311111111111
73 2095 0.123529411765
74 15129 0.374352331606
74 3910 0.106058020478
74 13535 0.225257731959
75 3243 0.12564516129
76 14172 0.107692307692
76 4252 0.154046242775
76 4412 0.15
76 7358 0.383333333333
76 3203 0.14
76 852 0.155882352941
76 8359 0.107692307692
76 10949 0.104268292683
76 14855 0.175
76 4527 0.15985915493
76 861 0.175
76 12690 0.167213114754
76 1700 0.107142857143
76 13428 0.14
76 2911 0.107692307692
76 11621 0.154761904762
76 5367 0.15
76 12686 0.10593220339
76 9274 0.14
76 1780 0.166666666667
76 12330 0.110769230769
76 5681 0.21
76 7173 0.108139534884
76 77 0.15
76 7057 0.123529411765
76 7597 0.115384615385
76 5220 0.175
76 9013 0.106862745098
76 5108 0.14
76 624 0.175
76 15695 0.154666666667
76 12345 0.127272727273
76 10747 0.110526315789
76 3597 0.190909090909
76 5773 0.106542056075
76 5110 0.107692307692
76 11184 0.14
76 2772 0.105882352941
76 12352 0.116666666667
76 4856 0.116666666667
76 13236 0.161538461538
76 13686 0.160606060606
76 13096 0.175
76 9555 0.14
76 6500 0.116666666667
76 9737 0.15
76 8747 0.15
76 12720 0.175
76 8966 0.3
76 1571 0.37
76 7870 0.15
76 1222 0.116666666667
76 7873 0.15
76 5364 0.111413043478
76 5366 0.15
76 4609 0.127272727273
76 4610 0.14
76 11536 0.233333333333
76 4614 0.155555555556
76 11664 0.11875
76 11613 0.15
76 10839 0.155223880597
76 1603 0.107692307692
76 4471 0.208333333333
76 5196 0.116666666667
76 6822 0.36
76 4476 0.15
76 3011 0.14
76 13684 0.157692307692
76 1969 0.15
76 10469 0.154242424242
76 5280 0.110526315789
76 7901 0.116666666667
76 10646 0.116666666667
76 2910 0.155555555556
76 7601 0.112844036697
76 9923 0.176582278481
76 11635 0.106603773585
77 230 0.153333333333
77 11880 0.110526315789
77 13518 0.116666666667
77 8449 0.13125
77 14424 0.116666666667
77 3392 0.126851851852
77 5751 0.116666666667
77 5465 0.110526315789
77 15537 0.266666666667
77 10469 0.334782608696
77 8194 0.15
77 6777 0.147368421053
77 7281 0.121739130435
77 2668 0.175
77 12330 0.205223880597
77 4454 0.104320987654
77 13326 0.14
77 462 0.110526315789
77 465 0.123529411765
77 11178 0.13125
77 8572 0.106666666667
77 5110 0.14
77 4961 0.116666666667
77 13682 0.103703703704
77 4114 0.190909090909
77 13686 0.105147058824
77 10288 0.161538461538
77 13455 0.13125
77 5709 0.161538461538
77 9035 0.123529411765
77 6735 0.123529411765
77 5176 0.123529411765
77 10085 0.14
77 852 0.105737704918
77 7920 0.127272727273
77 1571 0.15
77 637 0.13125
77 10374 0.123529411765
77 4757 0.116666666667
77 10424 0.14
77 14853 0.108860759494
77 4476 0.128
77 4543 0.110526315789
77 1969 0.128
77 14005 0.110526315789
77 2850 0.107692307692
78 12078 0.11724137931
78 6839 0.107110091743
78 9312 0.124911032028
78 2660 0.280841121495
78 6351 0.105185185185
78 12764 0.119367588933
78 4469 0.209292035398
78 9011 0.119367588933
78 462 0.109929078014
78 8045 0.129787234043
78 11179 0.122374429224
78 2536 0.12304526749
78 415 0.122105263158
78 11991 0.102402135231
78 5904 0.110218978102
78 14706 0.124065420561
78 1709 0.160447761194
78 12978 0.105147058824
78 4179 0.105109489051
78 5184 0.101033057851
78 7881 0.160218978102
78 12786 0.123026315789
78 14225 0.116509433962
78 6976 0.100225225225
78 10552 0.124347826087
78 15594 0.138693467337
78 2970 0.108492822967
79 13967 0.123954372624
79 2656 0.117857142857
80 15383 0.124615384615
81 1415 0.12
81 14056 0.156481481481
81 84 0.152173913043
81 4115 0.122447552448
81 3773 0.166666666667
81 3775 0.145833333333
81 1217 0.12
81 5671 0.15
81 10550 0.155555555556
81 12511 0.247272727273
82 11012 0.106422018349
82 7369 0.105
82 15549 0.227777777778
82 10883 0.14
82 9009 0.13125
82 13446 0.116666666667
82 13724 0.105
82 14464 0.105
82 10156 0.434545454545
82 6502 0.15
82 8383 0.116666666667
82 3451 0.118333333333
82 8388 0.113846153846
82 4177 0.105
82 1479 0.595454545455
82 7136 0.13125
82 4836 0.321341463415
82 4235 0.215384615385
82 3223 0.105
82 175 0.14
82 2641 0.110526315789
82 10426 0.14
82 5608 0.146666666667
83 11415 0.253286384977
83 7708 0.127272727273
84 1209 0.183333333333
84 14180 0.15
84 3773 0.184210526316
84 3775 0.159090909091
84 11179 0.16308411215
84 8192 0.127777777778
84 3827 0.15
84 10550 0.134615384615
85 6638 0.102450980392
85 5712 0.117073170732
86 7329 0.205013550136
86 7095 0.172413793103
86 3645 0.1609375
86 4320 0.3
87 9086 0.138888888889
88 15147 0.124
88 7040 0.186666666667
88 14993 0.18288590604
88 1194 0.146203208556
89 2218 0.105
89 10770 0.105
89 718 0.106666666667
90 2446 0.13125
90 14637 0.141875
90 14720 0.153482587065
90 8478 0.226923076923
91 12860 0.109395973154
91 9095 0.131111111111
91 4221 0.118666666667
91 2218 0.1175
91 408 0.347727272727
91 1644 0.103431372549
91 5912 0.127777777778
91 8714 0.114141414141
91 7751 0.114285714286
91 2913 0.111052631579
91 5995 0.109905660377
91 3582 0.104294478528
91 1545 0.119444444444
91 689 0.125225225225
92 9931 0.124605263158
93 6642 0.105
93 12827 0.156730769231
93 3839 0.156363636364
93 2876 0.105
93 8756 0.155555555556
93 2926 0.16037037037
93 9046 0.105
93 706 0.213636363636
93 3529 0.24
93 4546 0.116666666667
93 9642 0.116666666667
93 3061 0.160526315789
93 14778 0.112844036697
93 4004 0.167610062893
93 15051 0.116666666667
93 5379 0.315441176471
93 1820 0.14
94 8711 0.342424242424
95 12862 0.15
95 3711 0.113725490196
95 7961 0.112727272727
95 9989 0.109459459459
95 4442 0.110526315789
95 6682 0.2
95 9064 0.14375
95 6582 0.15
95 3889 0.106862745098
96 13827 0.147368421053
96 8709 0.227777777778
96 12576 0.14
96 14870 0.159
96 6718 0.106930693069
96 3602 0.122945205479
96 7570 0.172580645161
96 10199 0.15
96 2179 0.116666666667
96 2220 0.114788732394
96 199 0.14
96 14319 0.123333333333
97 7566 0.104166666667
97 13705 0.140588235294
97 588 0.118918918919
97 8798 0.109090909091
97 3047 0.113725490196
97 11404 0.383064516129
97 9687 0.166666666667
98 7566 0.104166666667
98 8608 0.12
98 11265 0.203553299492
99 2120 0.108136094675
99 3642 0.106862745098
99 9333 0.306730769231
99 13178 0.112727272727
99 2800 0.206542056075
99 8093 0.119215686275
